"NAISTテキストコーパスの記事番号";"本アノテーションデータにおける記事ID"
"950310051";"950390016"
"950310052";"950390017"
"950311045";"950390018"
"950311046";"950390019"
"950312036";"950390020"
"950312037";"950390021"
"950313024";"950390022"
"950313029";"950390023"
"950314049";"950390024"
"950314050";"950390025"
"950315040";"950390026"
"950316040";"950390027"
"950316041";"950390028"
"950317050";"950390029"
"950317050";"950790029"
"950317051";"950390030"
"950318046";"950390031"
"950318047";"950390032"
"950319031";"950390033"
"950319032";"950390034"
"950320035";"950390035"
"950321033";"950390036"
"950321034";"950390037"
"950323023";"950390038"
"950323030";"950390039"
"950324047";"950390040"
"950324048";"950390041"
"950325045";"950390042"
"950325047";"950390043"
"950326030";"950390044"
"950327028";"950390045"
"950328045";"911175449"
"950328045";"950390046"
"950328045";"951090029"
"950328045";"951290050"
"950328046";"950390047"
"950329044";"950390048"
"950330047";"950390049"
"950330048";"950390050"
"950331047";"950390051"
"950331048";"950390052"
"950401039";"950490000"
"950401040";"950490001"
"950402032";"950490002"
"950402033";"950490003"
"950404053";"950490004"
"950404054";"950490005"
"950405043";"950490006"
"950405044";"950490007"
"950406052";"950490008"
"950406053";"950490009"
"950407031";"950490010"
"950407037";"950490011"
"950408046";"950490012"
"950409035";"950490013"
"950410038";"950490014"
"950411042";"950490015"
"950411043";"950490016"
"950412054";"950490017"
"950412056";"950490018"
"950413047";"950490019"
"950413049";"950490020"
"950414050";"950490021"
"950414051";"950490022"
"950415041";"950490023"
"950415043";"950490024"
"950416032";"950490025"
"950417071";"950490026"
"950418049";"950490027"
"950418050";"950490028"
"950419050";"950490029"
"950419051";"950490030"
"950420045";"950490031"
"950420046";"950490032"
"950421037";"950490033"
"950421044";"950490034"
"950422054";"950490035"
"950422055";"950490036"
"950423032";"950490037"
"950423032";"950690002"
"950423033";"950490038"
"950424231";"950490039"
"950424232";"950490040"
"950425051";"950490041"
"950426047";"950490042"
"950426048";"950490043"
"950426048";"950690000"
"950427049";"950490044"
"950427050";"950490045"
"950428052";"950490046"
"950428053";"950490047"
"950429039";"950490048"
"950429040";"950490049"
"950430031";"950490050"
"950430035";"950490051"
"950501044";"950290033"
"950501044";"950590000"
"950501044";"951090007"
"950501045";"950590001"
"950502042";"950590002"
"950502044";"950590003"
"950503040";"950590004"
"950505039";"950590005"
"950507028";"950590006"
"950507029";"950590007"
"950508043";"950590008"
"950509042";"950590009"
"950509043";"950590010"
"950510047";"950590011"
"950510048";"911115418"
"950510048";"911155541"
"950510048";"950290022"
"950510048";"950590012"
"950510048";"950890025"
"950511050";"950590013"
"950511051";"950590014"
"950512056";"950590015"
"950512057";"950590016"
"950513048";"950590017"
"950513049";"950590018"
"950514035";"950590019"
"950514036";"950590020"
"950515033";"950590021"
"950515034";"950590022"
"950516052";"950590023"
"950516053";"950590024"
"950517049";"950590025"
"950518048";"950590026"
"950518049";"950290027"
"950518049";"950590027"
"950519051";"950590028"
"950519052";"950590029"
"950520043";"950590030"
"950520043";"951190026"
"950520043";"951290016"
"950520051";"950590031"
"950521035";"950590032"
"950521039";"950590033"
"950522042";"950590034"
"950522044";"950590035"
"950523047";"950590036"
"950523048";"950590037"
"950524052";"950590038"
"950525050";"950290013"
"950525050";"950590039"
"950525050";"951190027"
"950525051";"950590040"
"950526051";"950590041"
"950526052";"950590042"
"950527044";"950590043"
"950527045";"950590044"
"950528038";"950590045"
"950529052";"950590046"
"950529053";"950590047"
"950530048";"950590048"
"950530049";"950590049"
"950531051";"950590050"
"950531052";"950590051"
"950601050";"950490043"
"950601050";"950690000"
"950601051";"950690001"
"950602041";"950490037"
"950602041";"950690002"
"950602042";"950690003"
"950603048";"950690004"
"950603049";"950690005"
"950604029";"950690006"
"950604030";"950690007"
"950605046";"950690008"
"950605047";"950690009"
"950606048";"950690010"
"950606049";"950690011"
"950607031";"950690012"
"950607032";"950690013"
"950608051";"950690014"
"950608052";"950690015"
"950609050";"950690016"
"950609051";"950690017"
"950610043";"950690018"
"950610044";"950690019"
"950611041";"950690020"
"950613041";"950690021"
"950613042";"950690022"
"950614044";"950690023"
"950614045";"950690024"
"950615062";"950690025"
"950615063";"950690026"
"950616056";"950690027"
"950616057";"950690028"
"950617054";"950690029"
"950617055";"950690030"
"950618033";"950690031"
"950618034";"950690032"
"950619044";"950690033"
"950619053";"950690034"
"950620048";"950690035"
"950620049";"950690036"
"950621050";"950690037"
"950621051";"950690038"
"950622044";"950690039"
"950622045";"950690040"
"950623046";"950690041"
"950623048";"950690042"
"950624048";"950690043"
"950624049";"950690044"
"950625034";"950690045"
"950625035";"950690046"
"950626049";"950690047"
"950626050";"950690048"
"950627042";"950690049"
"950627043";"950690050"
"950628048";"950690051"
"950628050";"950690052"
"950629041";"950690053"
"950629042";"950690054"
"950630041";"950690055"
"950630042";"950690056"
"950701054";"950790000"
"950701055";"950790001"
"950702031";"950790002"
"950702032";"950790003"
"950703039";"950790004"
"950705056";"950790005"
"950705057";"950790006"
"950706044";"950790007"
"950706045";"950790008"
"950707046";"950790009"
"950707048";"950790010"
"950708044";"950790011"
"950708045";"950790012"
"950709032";"950790013"
"950709033";"950790014"
"950711042";"950790015"
"950711043";"950790016"
"950712045";"950790017"
"950712046";"950790018"
"950713042";"950790019"
"950714040";"950790020"
"950714041";"950790021"
"950715048";"950790022"
"950715049";"950790023"
"950716033";"950790024"
"950717035";"950790025"
"950717036";"950790026"
"950718048";"950790027"
"950718049";"950790028"
"950719048";"950390029"
"950719048";"950790029"
"950720040";"950790030"
"950720045";"950790031"
"950721046";"950790032"
"950721047";"950790033"
"950722043";"950790034"
"950722044";"950790035"
"950723027";"950790036"
"950723028";"950790037"
"950724109";"950790038"
"950725051";"950790039"
"950726050";"950790040"
"950726051";"950790041"
"950727044";"950790042"
"950727045";"950790043"
"950728043";"950790044"
"950729048";"950790045"
"950729049";"950790046"
"950730027";"950790047"
"950730028";"950790048"
"950731048";"950790049"
"950731049";"950790050"
"950801041";"950890000"
"950801042";"950890001"
"950802046";"950890002"
"950802047";"950890003"
"950803042";"950890004"
"950803051";"950890005"
"950804048";"950890006"
"950805043";"950890007"
"950805044";"950890008"
"950806035";"950890009"
"950808037";"950890010"
"950809046";"950890011"
"950809047";"950890012"
"950810048";"950890013"
"950810049";"950890014"
"950811047";"950890015"
"950812041";"950890016"
"950813033";"950890017"
"950815003";"950890018"
"950816051";"950890019"
"950816053";"950890020"
"950817045";"950890021"
"950817046";"950890022"
"950818032";"950890023"
"950819042";"950890024"
"950820029";"911115418"
"950820029";"911155541"
"950820029";"950290022"
"950820029";"950590012"
"950820029";"950890025"
"950821050";"950890026"
"950822044";"950890027"
"950822045";"950890028"
"950823052";"950890029"
"950824050";"950890030"
"950825059";"950890031"
"950825060";"950890032"
"950826048";"950890033"
"950827028";"950890034"
"950829042";"950890035"
"950829043";"950890036"
"950831044";"950890037"
"950831045";"950290046"
"950831045";"950890038"
"950831045";"951190001"
"950831045";"951190008"
"950901045";"950990000"
"950901047";"950990001"
"950902048";"950990002"
"950903037";"950990003"
"950904040";"950990004"
"950905049";"950990005"
"950905050";"950990006"
"950906052";"950990007"
"950906053";"950990008"
"950907027";"950990009"
"950907034";"950990010"
"950908046";"950990011"
"950909044";"950990012"
"950909045";"950990013"
"950910030";"950990014"
"950910031";"950990015"
"950911051";"950990016"
"950911052";"950990017"
"950912048";"950990018"
"950912049";"950990019"
"950913045";"950990020"
"950913046";"950990021"
"950914051";"950990022"
"950915041";"950990023"
"950915042";"950990024"
"950916042";"950990025"
"950917031";"950990026"
"950917034";"950990027"
"950918034";"950990028"
"950918036";"950990029"
"950919043";"950990030"
"950919044";"950990031"
"950920048";"950990032"
"950920049";"950990033"
"950921053";"950990034"
"950921054";"950990035"
"950922041";"950990036"
"950922042";"950990037"
"950923040";"950990038"
"950923041";"950990039"
"950924032";"950990040"
"950924033";"950990041"
"950926046";"950990042"
"950926047";"950990043"
"950927049";"950990044"
"950927050";"950990045"
"950928047";"950990046"
"950928049";"950990047"
"950929044";"950190039"
"950929044";"950990048"
"950929045";"950990049"
"950930046";"950990050"
"950930047";"950990051"
"951002038";"951090000"
"951003049";"951090001"
"951003050";"951090002"
"951004048";"951090003"
"951004049";"951090004"
"951005055";"951090005"
"951005056";"951090006"
"951006057";"950290033"
"951006057";"950590000"
"951006057";"951090007"
"951006058";"951090008"
"951007042";"951090009"
"951007044";"951090010"
"951008028";"951090011"
"951009054";"951090012"
"951009055";"951090013"
"951010047";"951090014"
"951010048";"951090015"
"951012044";"951090016"
"951013049";"951090017"
"951013050";"951090018"
"951014047";"951090019"
"951015029";"951090020"
"951016040";"951090021"
"951016041";"951090022"
"951017050";"951090023"
"951017051";"951090024"
"951018042";"951090025"
"951018049";"951090026"
"951019049";"951090027"
"951020055";"951090028"
"951021046";"911175449"
"951021046";"950390046"
"951021046";"951090029"
"951021046";"951290050"
"951021047";"951090030"
"951022030";"951090031"
"951022031";"951090032"
"951023058";"951090033"
"951023059";"951090034"
"951024051";"951090035"
"951024052";"951090036"
"951025045";"951090037"
"951025046";"951090038"
"951026044";"951090039"
"951027045";"951090040"
"951028034";"951090041"
"951028035";"951090042"
"951029040";"951090043"
"951029041";"951090044"
"951030059";"951090045"
"951031045";"951090046"
"951031046";"951090047"
"951101050";"951190000"
"951101051";"950290046"
"951101051";"950890038"
"951101051";"951190001"
"951101051";"951190008"
"951102050";"951190002"
"951102051";"951190003"
"951103042";"951190004"
"951103044";"951190005"
"951104036";"951190006"
"951104038";"951190007"
"951105030";"950290046"
"951105030";"950890038"
"951105030";"951190001"
"951105030";"951190008"
"951105031";"951190009"
"951106066";"951190010"
"951106067";"951190011"
"951107045";"951190012"
"951107046";"951190013"
"951108050";"951190014"
"951108052";"951190015"
"951109048";"951190016"
"951109050";"951190017"
"951110047";"951190018"
"951110049";"951190019"
"951111041";"951190020"
"951111042";"951190021"
"951112035";"951190022"
"951114043";"951190023"
"951114044";"951190024"
"951115045";"951190025"
"951115046";"950590030"
"951115046";"951190026"
"951115046";"951290016"
"951116047";"950290013"
"951116047";"950590039"
"951116047";"951190027"
"951117051";"951190028"
"951117052";"951190029"
"951118044";"951190030"
"951118045";"951190031"
"951119035";"951190032"
"951120050";"951190033"
"951120051";"951190034"
"951121047";"951190035"
"951121048";"951190036"
"951122039";"951190037"
"951123045";"951190038"
"951123047";"951190039"
"951124038";"951190040"
"951125042";"951190041"
"951126032";"951190042"
"951126034";"951190043"
"951127051";"951190044"
"951127052";"951190045"
"951128046";"951190046"
"951129037";"951190047"
"951129038";"951190048"
"951130044";"951190049"
"951130045";"951190050"
"951201043";"951290000"
"951201044";"951290001"
"951202051";"951290002"
"951202052";"951290003"
"951203030";"951290004"
"951203031";"951290005"
"951204037";"951290006"
"951204038";"951290007"
"951205039";"951290008"
"951205040";"951290009"
"951206043";"951290010"
"951206050";"951290011"
"951207049";"951290012"
"951207050";"951290013"
"951208049";"951290014"
"951208050";"951290015"
"951209041";"950590030"
"951209041";"951190026"
"951209041";"951290016"
"951209043";"951290017"
"951210034";"951290018"
"951210035";"951290019"
"951212035";"951290020"
"951212036";"951290021"
"951213046";"951290022"
"951213047";"951290023"
"951214046";"951290024"
"951214047";"951290025"
"951215046";"951290026"
"951215047";"951290027"
"951216045";"951290028"
"951216051";"951290029"
"951217025";"951290030"
"951217027";"951290031"
"951218043";"951290032"
"951218044";"951290033"
"951219045";"951290034"
"951219047";"951290035"
"951220043";"951290036"
"951222043";"951290038"
"951222044";"951290039"
"951223042";"951290040"
"951223045";"951290041"
"951224034";"951290042"
"951224035";"951290043"
"951225058";"951290045"
"951226044";"951290046"
"951226045";"951290047"
"951227039";"951290048"
"951227041";"951290049"
"951228043";"911175449"
"951228043";"950390046"
"951228043";"951090029"
"951228043";"951290050"
"951228044";"951290051"
"951230037";"951290052"
"951231044";"951290054"
