ID,記事ID,文番号,述語,述語位置,ガ格,ガ文ID,ガ位置,ヲ格,ヲ文ID,ヲ位置,ニ格,ニ文ID,ニ位置,本文書き出し,意味役割
52112,911225427,12,脅かす,66,存在,12,69,ローマ・カトリック教会,12,54,,-1,-1,フィリ,"ガ:経験者 ヲ:対象 "
52240,911225435,3,落ち込ん,3,私,3,0,,-1,-1,,-1,-1,私は、,"ガ:経験者 "
52245,911225435,4,寝る,22,私,3,0,,-1,-1,,-1,-1,それは,"ガ:動作主 "
52291,911225436,8,絶え,24,硝煙,8,21,,-1,-1,,-1,-1,しかし,"ガ:対象 "
52351,911225438,5,磨い,30,長女,2,65,個性,5,27,,-1,-1,決して,"ガ:動作主 ヲ:対象 "
52377,911225439,6,刻む,18,,-1,-1,戦後五十年,6,0,歴史,6,15,戦後五,"ガ:動作主 ヲ:時 ニ:慣用 ガ:動作主 ヲ:期間 ニ:着点 "
52408,911225441,2,検証し,12,紀田順一郎氏,1,7,日本語,2,0,,-1,-1,日本語,"ガ:動作主 ヲ:対象 "
52452,911225442,0,感染し,134,中産階級,0,129,,-1,-1,熱病現象,0,138,１９１,"ガ:経験者 ニ:対象 "
52473,911225442,2,眺め,97,眼,2,62,現実,2,75,,-1,-1,請われ,"ガ:対象（身体部分） ヲ:対象 "
52481,911225443,1,黙る,18,小国,1,8,,-1,-1,,-1,-1,その間,"ガ:動作主 "
52527,911225445,3,組み合わせ,31,専門家チーム,2,15,数値,3,28,,-1,-1,最大の,"ガ:動作主 ヲ:対象 "
52566,911225448,4,余る,79,剣技剣法,4,71,,-1,-1,五十,4,76,どちら,"ガ:対象 ニ:基準点 "
52611,911225449,3,収録し,20,,-1,-1,写真,3,24,,-1,-1,写真記,"ガ:動作主 ヲ:対象 ニ:着点 "
52717,911225453,8,着き,15,私,4,64,,-1,-1,パリ,8,12,この本,"ガ:動作主 ニ:着点（場所） "
52807,911225455,3,取り付け,18,宇宙開発事業団,0,6,ＨＯＰＥ,3,0,先端,3,15,ＨＯＰ,"ガ:動作主 ヲ:対象 ニ:着点（場所） "
52886,911225456,12,売り出し,41,会社,12,48,タイプ判定テスト,12,32,,-1,-1,このた,"ガ:動作主 ヲ:対象（事態） "
52950,911225456,27,増大さ,47,不安感,27,43,,-1,-1,,-1,-1,これら,"ガ:感情 "
52959,911225457,3,受け付ける,18,,-1,-1,質疑応答,3,13,,-1,-1,最終日,"ヲ:対象（事態） ガ:動作主 "
53037,911225462,6,突き,30,ＦＷ,6,13,サイド,6,26,,-1,-1,積極的,"ガ:動作主 ヲ:範囲 ヲ:着点？ ガ:動作主 "
53210,911225467,6,競う,35,健常者,6,15,レース,6,31,,-1,-1,「東京,"ガ:動作主 ヲ:対象（事態） "
53211,911225467,6,プレーする,57,障害者,6,50,,-1,-1,,-1,-1,「東京,"ガ:動作主 "
53272,911225468,1,漂い,48,香,1,46,,-1,-1,中,1,38,小幅帯,"ガ:対象 ニ:場所 "
53274,911225468,2,盗ん,4,私,6,0,目,2,2,,-1,-1,母の目,"ガ:動作主 ヲ:慣用 "
53401,911225470,34,プレーする,58,,-1,-1,,-1,-1,,-1,-1,五四年,"ガ:動作主 "
53472,911225470,59,吸収する,30,スポーツ,59,34,フラストレーション,59,20,,-1,-1,菊幸一,"ガ:対象 ヲ:対象 "
53498,911225472,5,突い,12,人たち,5,22,間げき,5,8,,-1,-1,自由経,"ガ:動作主 ヲ:期間 ガ:動作主 ヲ:対象 "
53536,911225473,1,受け付ける,12,ぼけ１１０番,0,18,電話相談,0,13,,-1,-1,午前十,"ヲ:対象（事態） ガ:動作主 "
53565,911225475,2,手伝わ,97,山崎容疑者,2,91,,-1,-1,,-1,-1,捜査本,"ガ:動作主 ヲ:対象（人） "
53726,911225482,14,貸し,42,弁護士,14,0,名前,14,39,中川容疑者ら,12,0,弁護士,"ガ:動作主 ヲ:対象 ニ:着点（人） "
53773,911225486,4,切断さ,43,杉,4,41,送電線,4,28,,-1,-1,米原署,"ガ:その他 ヲ:対象 "
53871,911225491,1,競っ,36,武士たち,1,23,数,1,34,,-1,-1,三十三,"ガ:動作主 ヲ:対象 "
53875,911225491,2,着け,33,女性ら,2,36,はかま,2,29,,-1,-1,時折、,"ガ:動作主 ヲ:対象 "
53887,911225492,2,取り出し,39,小瀬戸医師ら,2,22,一部,2,36,,-1,-1,リンパ,"ガ:動作主 ヲ:程度 "
53990,911225495,7,抜け,7,おとそ気分,7,1,,-1,-1,,-1,-1,「おと,"ガ:状態 "
54013,911225497,3,気付き,28,運転士,3,11,,-1,-1,走り出たの,3,22,和歌山,"ガ:経験者 ニ:対象 "
54015,911225497,3,間に合わ,43,ブレーキ,3,32,,-1,-1,間に合わ,3,41,和歌山,"ガ:対象 ニ:削除 "
54024,911225498,0,脅し,79,男,0,48,アルバイト店員,0,61,,-1,-1,十五日,"ガ:動作主 ヲ:対象（人） "
54038,911225498,4,捜査し,64,平野署,3,9,,-1,-1,,-1,-1,二つの,"ガ:動作主 ヲ:対象 "
54055,911225499,6,注意さ,3,審判,6,0,,-1,-1,大八木選手,5,0,審判に,"ガ:動作主 ニ:対象（人） "
54064,911225499,8,誘う,44,大八木選手,7,10,笑い,8,41,,-1,-1,閉会式,"ガ:原因 ヲ:対象（事態） "
54135,911235410,7,討議する,106,政策研究会,7,110,政界再編問題,7,99,,-1,-1,また、,"ヲ:対象 ガ:動作主 "
54155,911235412,3,預け,27,全員,3,16,離党届,3,19,山花氏,3,23,社会党,"ガ:動作主 ヲ:対象 ニ:着点（人） "
54170,911235412,9,合流せ,19,海江田氏,9,0,,-1,-1,新会派,9,11,海江田,"ガ:動作主 ニ:着点 "
54175,911235412,11,取り付け,32,山花氏,11,0,離党届,11,28,,-1,-1,山花氏,"ガ:動作主 ヲ:対象 "
54276,911235413,32,刻も,23,山花,27,40,社会党,28,5,,-1,-1,その可,"ガ:動作主 ヲ:対象 ガ:動作主 ヲ:対象 "
54348,911235417,0,整え,80,山花貞夫・新民主連合会長,0,4,態勢,0,77,,-1,-1,社会党,"ガ:動作主 ヲ:状態 "
54353,911235417,1,敷い,74,山花氏,1,65,陣,1,72,,-1,-1,山花氏,"ヲ:生成物 ガ:動作主 "
54448,911235420,0,通さ,147,,-1,-1,予算案,0,143,,-1,-1,自民党,"ガ:動作主 ヲ:対象 "
54487,911235424,0,組み合わせ,37,大林組,0,77,ガラス,0,33,,-1,-1,法隆寺,"ガ:動作主 ヲ:材料 "
54491,911235424,1,劣ら,54,ウッディ・オフィス,0,54,,-1,-1,超高層ビル,1,48,オフィ,"ガ:対象 ニ:基準点 "
54500,911235424,3,組み合わせ,16,大林組,0,77,集成材,3,12,,-1,-1,柱は、,"ヲ:材料 ガ:動作主 "
54549,911235425,5,施行さ,28,,-1,-1,政党法人格付与法,5,33,,-1,-1,実際に,"ガ:動作主 ヲ:生成物 "
54589,911235426,5,アップし,30,宇宙研,3,0,打ち上げ能力,5,23,,-1,-1,固体燃,"ガ:動作主 ヲ:対象 "
54741,911235428,33,傾い,50,重心,33,47,,-1,-1,国内景気,33,39,世界的,"ガ:対象 ニ:対象 ニ:方向 "
54826,911235431,5,眠っ,8,品,5,13,,-1,-1,倉庫,5,5,売れ残,"ガ:対象 ニ:削除 "
54885,911235433,0,生活する,20,人たち,0,24,,-1,-1,,-1,-1,先日、,"ガ:動作主 "
54893,911235433,2,雇っ,41,,-1,-1,人,2,15,,-1,-1,大阪で,"ガ:動作主 ヲ:対象（人） "
54902,911235433,5,拾っ,7,中年男性,3,29,もの,5,12,,-1,-1,「全部,"ガ:動作主 ヲ:対象 "
54905,911235433,5,救わ,28,表情,5,25,,-1,-1,,-1,-1,「全部,"ヲ:対象（人） ガ:対象（身体部分） "
54929,911235434,6,推測さ,28,,-1,-1,,-1,-1,,-1,-1,二、三,"ガ:動作主 "
54982,911235436,6,満ち,13,世の中,6,16,,-1,-1,色情,6,10,男性も,"ガ:対象 ニ:感情 "
55005,911235437,5,開放さ,15,,-1,-1,グラウンド,5,22,一般市民,5,10,建設予,"ガ:動作主 ヲ:対象 ニ:対象（人） "
55015,911235438,1,漂わせ,86,ベルルスコーニ首相,0,17,カッコよさ,1,80,,-1,-1,常にバ,"ガ:対象 ヲ:削除 ニ:対象（身体部分） ガ:経験者？ ヲ:対象 "
55081,911235438,24,気付か,46,ベルルスコーニ氏,24,0,,-1,-1,落とし穴,24,40,ベルル,"ガ:経験者 ニ:対象 "
55093,911235439,2,伸び,61,輸出,2,55,,-1,-1,,-1,-1,衣服、,"ガ:対象（事態） "
55129,911235441,4,降り,14,約五十人,4,5,,-1,-1,,-1,-1,各車両,"ガ:動作主 ガ:動作主 "
55215,911235442,12,雇お,21,ギングリッチ議長,12,0,日本人スタッフ,12,13,,-1,-1,ギング,"ガ:動作主 ヲ:対象（人） "
55222,911235442,14,刺し,46,ギングリッチ議長,12,0,クギ,14,43,日本軽視論,14,36,四日の,"ガ:動作主 ヲ:慣用 ニ:着点 "
55224,911235442,15,惜しみ,26,,-1,-1,退陣,15,23,,-1,-1,だが、,"ガ:動作主 ヲ:対象（事態） "
55320,911235447,1,着く,24,両者,1,16,,-1,-1,テーブル,1,19,本交渉,"ガ:動作主 ニ:着点 "
55410,911235452,1,絶え,6,健康不安説,1,0,,-1,-1,,-1,-1,健康不,"ガ:対象 "
55427,911235455,2,勤め,35,内田一章さん,2,19,,-1,-1,同社,2,38,三井造,"ガ:動作主 ニ:着点 "
55449,911235455,10,励まさ,23,範子さん,10,1,内田さん,4,5,,-1,-1,妻範子,"ガ:動作主 ヲ:対象（人） "
55602,911235459,9,証明し,43,鳥居鎮夫・東邦大学名誉教授,9,22,こと,9,18,,-1,-1,こうし,"ガ:動作主 ヲ:対象 "
55617,911235459,13,組み合わせ,24,亀山みつ子さん,12,13,精油,13,21,精油,13,3,バラの,"ガ:動作主 ヲ:対象 "
55688,911235460,13,眠る,16,夫,13,18,,-1,-1,,-1,-1,今日も,"ガ:動作主？ "
55738,911235462,7,計算し,23,ディクソン,7,13,その辺,7,19,,-1,-1,逆に世,"ガ:動作主 ヲ:対象 "
55777,911235465,1,逃し,7,船木,1,0,３連勝,1,3,,-1,-1,船木は,"ガ:経験者 ヲ:対象（事態） ヲ:目標 "
55852,911235466,10,傾い,18,重心,10,15,,-1,-1,左,10,13,「重い,"ガ:対象 ニ:方向 "
55884,911235469,0,再現する,30,快走劇,0,37,勢い,0,27,,-1,-1,３週間,"ガ:動作主 ヲ:状態 "
55954,911235472,0,埋没し,62,情報,0,46,,-1,-1,中,0,57,ある雑,"ガ:対象 ニ:着点 "
55962,911235472,5,埋没し,24,ソフト,5,17,,-1,-1,,-1,-1,多くの,"ガ:対象 "
56006,911235474,1,脅し,71,関根元容疑者,0,31,山崎永幸容疑者,1,34,,-1,-1,金銭関,"ガ:動作主 ヲ:対象（人） "
56007,911235474,1,手伝わ,81,山崎永幸容疑者,1,34,遺棄,1,78,,-1,-1,金銭関,"ガ:動作主 ヲ:対象（事態） "
56080,911235479,2,作り出し,48,役者自身,2,43,役,2,53,,-1,-1,歌舞伎,"ガ:動作主 ヲ:生成物 "
56126,911235481,2,特定し,22,公取委,2,6,,-1,-1,,-1,-1,回答に,"ガ:動作主 "
56227,911235486,1,交え,21,地元選出衆院議員ら,1,27,北川氏,1,17,,-1,-1,会見し,"ガ:動作主 ヲ:対象（人） ニ:対象（事態） ニ:着点？ "
56241,911235487,2,後退する,26,活動,2,23,,-1,-1,,-1,-1,昨年十,"ガ:対象（事態） "
56316,911235488,6,埋まる,2,ロッキー,6,8,,-1,-1,雪,6,0,雪に埋,"ガ:場所 ニ:内容物 "
56370,911235492,1,休み,23,ゴイサギ,0,0,,-1,-1,,-1,-1,日本で,"ガ:動作主 "
56380,911235493,2,思い込む,20,入園者,2,24,ゴイサギ,1,2,,-1,-1,予期せ,"ガ:動作主？ ヲ:対象（生物） "
56389,911235493,5,囲ま,34,,-1,-1,周囲,5,27,,-1,-1,被害を,"ガ:動作主？ ヲ:範囲 "
56424,911235496,0,転落し,75,駿ちゃん,0,70,,-1,-1,,-1,-1,１６日,"ガ:経験者 "
56719,911235516,3,切断さ,43,,-1,-1,オンライン,3,5,,-1,-1,大和銀,"ガ:その他 ヲ:対象 "
56785,911235520,4,乗り込ん,45,母親ら,4,50,,-1,-1,官邸,4,42,兵役に,"ガ:動作主 ニ:着点（場所） "
56789,911235520,6,撃っ,30,ロシア軍,6,22,同胞,6,27,,-1,-1,今回の,"ガ:動作主 ヲ:対象（人） "
56928,911235523,7,収集さ,49,入江比呂,0,11,廃物廃材,7,54,,-1,-1,そのア,"ガ:動作主 ヲ:対象 "
56941,911235523,11,拘束さ,37,メッセージ,11,31,入江比呂,0,11,,-1,-1,政治情,"ガ:対象 ヲ:対象（事態） "
56958,911235524,2,加入し,25,百五十一団体,2,18,,-1,-1,会,1,2,昨年十,"ガ:動作主 ニ:着点 "
57008,911235527,0,放送さ,53,,-1,-1,パワー・レンジャー,0,13,,-1,-1,お子さ,"ガ:その他 ヲ:対象 "
57057,911235529,13,祝う,10,,-1,-1,松竹百年,13,5,,-1,-1,夜の最,"ヲ:対象？ ガ:動作主 "
57145,911235532,13,収集し,162,大保直人・第二研究室長,13,13,情報,13,160,,-1,-1,鹿島技,"ガ:動作主 ヲ:対象 "
57179,911235537,0,偏っ,71,地震対策,0,61,,-1,-1,東京中心,0,66,吉川仁,"ガ:対象 ニ:着点（場所） "
57185,911235537,0,注意し,144,行政,0,137,,-1,-1,地震,0,61,吉川仁,"ガ:動作主 ニ:対象 "
57196,911235537,1,証明し,115,落下,1,91,こと,1,112,,-1,-1,また力,"ガ:対象（事態） ヲ:対象 "
57412,911235540,34,割れ,31,ガラス,34,27,,-1,-1,,-1,-1,大阪市,"ガ:対象 "
57466,911235542,15,転落し,41,乗用車,15,31,,-1,-1,,-1,-1,同高速,"ガ:対象？ "
57526,911235546,8,観測さ,3,大阪管区気象台,6,0,津波,8,0,,-1,-1,津波は,"ガ:動作主 ヲ:対象 "
57537,911235546,13,転落する,42,車,13,40,,-1,-1,,-1,-1,阪神高,"ガ:対象？ "
57698,911235551,2,引き受け,10,後援会員,2,5,チケット売りさばき,1,11,,-1,-1,知り合,"ガ:動作主 ヲ:対象（事態） "
57745,950190000,2,緊張し,35,聴衆,2,32,,-1,-1,,-1,-1,「我國,"ガ:経験者 "
57758,950190000,6,行き詰まっ,63,利益誘導型政治,6,69,,-1,-1,,-1,-1,冷戦の,"ガ:対象 "
57775,950190000,11,思い込ん,29,有権者,11,7,,-1,-1,,-1,-1,第一、,"ガ:動作主？ ヲ:役割 ヲ:対象（人） "
57845,950190000,28,見極める,33,,-1,-1,もっているのか,28,21,,-1,-1,候補者,"ガ:動作主 ヲ:対象（事態） ガ:動作主 ヲ:対象 "
57897,950190001,8,外し,44,,-1,-1,規制,8,41,,-1,-1,明治以,"ガ:動作主 ヲ:対象 "
57924,950190001,21,眠っ,9,民間設備投資,21,0,,-1,-1,,-1,-1,民間設,"ガ:対象（事態） "
57926,950190001,22,立ち向かう,20,銀行,22,3,,-1,-1,,-1,-1,企業も,"ガ:動作主 ニ:対象 "
57948,950190001,30,取り込ま,25,網,30,21,産業,30,14,,-1,-1,新しい,"ガ:経験者？ ヲ:対象 ニ:着点 "
57976,950190001,41,管理する,6,官僚,41,0,産業,41,3,,-1,-1,官僚が,"ガ:動作主 ヲ:対象 "
58107,950190002,25,突破し,71,応募者,25,63,五千人,25,67,,-1,-1,一方、,"ガ:対象 ヲ:基準点 "
58111,950190002,27,増大すれ,23,活動,27,20,,-1,-1,,-1,-1,国際社,"ガ:対象（事態） "
58183,950190003,6,作り出す,50,ＬＨＣ,6,3,高エネルギー状態,6,41,,-1,-1,欧州の,"ガ:動作主 ヲ:生成物 "
58211,950190003,19,食う,13,巨大科学,19,15,予算,19,10,,-1,-1,夢があ,"ガ:対象 ヲ:対象 "
58272,950190004,15,緊張さ,49,両国関係,15,42,,-1,-1,,-1,-1,野党の,"ガ:対象 "
58274,950190004,17,緊張する,10,日韓関係,17,5,,-1,-1,,-1,-1,韓国で,"ガ:対象 "
58319,950190005,2,継ぐ,80,新体制,2,82,ドロール氏,2,74,,-1,-1,サンテ,"ガ:対象 ヲ:対象（人） "
58383,950190005,27,取り込ん,15,ＥＵ,27,20,七〇％,27,11,,-1,-1,旧ソ連,"ガ:動作主 ヲ:程度 "
58427,950190006,11,取り込ま,89,沿岸住民,11,82,四五％,11,5,,-1,-1,四〇％,"ガ:経験者 ヲ:対象 ニ:着点（身体部分） "
58484,950190007,10,覚悟し,23,,-1,-1,三年間,10,19,,-1,-1,控訴、,"ガ:動作主？ ヲ:対象 "
58545,950190008,4,樹立し,29,ベルルスコーニ首相,4,33,右派政権,4,24,,-1,-1,このイ,"ガ:動作主 ヲ:生成物 "
58639,950190009,3,樹立さ,54,,-1,-1,細川連立政権,3,47,,-1,-1,一昨年,"ガ:対象？ ヲ:生成物 "
58690,950190009,14,施行さ,35,,-1,-1,新選挙制度,14,29,,-1,-1,衆院選,"ガ:動作主 ヲ:生成物 "
58696,950190009,15,編成し,56,村山政権,15,0,一九九五年度予算,15,47,,-1,-1,村山政,"ガ:動作主 ヲ:生成物 "
58732,950190009,25,裏切ら,38,,-1,-1,趣旨,25,32,,-1,-1,しかも,"ガ:対象 ヲ:対象 "
58737,950190009,26,磨き,32,各政党,26,0,政策提案能力,26,25,,-1,-1,各政党,"ガ:動作主 ヲ:対象 "
58777,950190010,11,縮小する,54,役割,11,44,,-1,-1,,-1,-1,政府の,"ガ:対象 "
58780,950190010,13,軽減さ,19,,-1,-1,負担,13,16,,-1,-1,その面,"ガ:対象 ヲ:対象（事態） "
58866,950190011,18,後退し,47,中身,18,37,,-1,-1,,-1,-1,すでに,"ガ:対象 "
58958,950190012,24,受け付け,19,教育委員会,24,0,教育課程,24,14,,-1,-1,教育委,"ガ:動作主 ヲ:対象 "
59051,950190013,24,雇っ,6,病院,24,11,研修医,24,0,,-1,-1,研修医,"ガ:動作主 ヲ:役割 "
59082,950190014,10,取り出し,8,北朝鮮,9,12,使用済み核燃料,10,13,,-1,-1,また、,"ガ:動作主 ヲ:対象 "
59180,950190015,16,付い,42,値段,16,39,,-1,-1,,-1,-1,数年前,"ガ:対象 "
59192,950190015,19,動かし,19,,-1,-1,食指,19,16,,-1,-1,犬の可,"ガ:動作主 ヲ:慣用 "
59255,950190016,13,逆転し,17,議会勢力,13,12,,-1,-1,,-1,-1,しかも,"ガ:対象 "
59339,950190017,15,開放する,6,,-1,-1,市場,15,0,,-1,-1,市場を,"ガ:動作主 ヲ:対象 ニ:対象 "
59424,950190018,11,名乗り,23,上田哲氏,11,10,元祖リベラル,11,16,,-1,-1,護憲新,"ガ:動作主 ヲ:対象 "
59444,950190018,16,名乗る,77,新進党,16,63,,-1,-1,,-1,-1,民主リ,"ガ:動作主 "
59479,950190019,3,増大し,22,貿易赤字,3,17,,-1,-1,,-1,-1,メキシ,"ガ:対象 "
59505,950190019,12,裏付け,42,こと,11,62,こと,12,39,,-1,-1,つまり,"ガ:対象 ヲ:対象 "
59596,950190020,18,着け,61,,-1,-1,スポーツ,18,54,,-1,-1,文部省,"ガ:動作主 ヲ:対象 ニ:着点（身体部分） "
59617,950190020,24,傷つける,6,言葉,24,17,心,24,4,,-1,-1,子ども,"ガ:原因 ヲ:対象（身体部分） "
59620,950190020,24,作り出す,44,言葉,24,17,対象,24,41,,-1,-1,子ども,"ガ:対象 ヲ:生成物 "
59707,950190021,16,自覚し,17,市民団体,16,4,社会的責任,16,9,,-1,-1,もとよ,"ガ:動作主？ ヲ:対象 "
59786,950190023,0,降り,8,自民党,0,1,政権,0,5,,-1,-1,「自民,"ガ:動作主 ヲ:対象 ガ:動作主 ヲ:対象 "
59835,950190023,14,閉鎖し,56,派閥,14,40,事務所,14,52,,-1,-1,党改革,"ガ:動作主 ヲ:対象 "
59863,950190023,22,徹底討議する,40,自民党,22,0,,-1,-1,,-1,-1,自民党,"ヲ:対象（事態） ガ:動作主 "
59880,950190024,4,眺め,46,人,4,54,,-1,-1,,-1,-1,肉親を,"ガ:動作主 ヲ:対象 "
59889,950190024,10,貸す,24,都道府県,10,11,力,10,22,,-1,-1,地震被,"ニ:着点？ ヲ:慣用 ヲ:対象 ガ:動作主 ニ:対象（事態） "
59912,950190024,22,食っ,28,トラック,22,11,足止め,22,24,,-1,-1,しかし,"ガ:経験者 ヲ:対象（事態） "
59950,950190024,35,揺らい,76,信頼,35,69,,-1,-1,,-1,-1,その予,"ガ:対象（事態） ガ:感情 "
60014,950190025,2,絶え,13,余震,2,10,,-1,-1,,-1,-1,新たな,"ガ:対象 "
60117,950190026,6,注文し,13,,-1,-1,,-1,-1,,-1,-1,国会開,"ガ:動作主 ヲ:対象 ニ:着点 "
60175,950190026,18,編成し,46,政府,18,18,予算,18,43,,-1,-1,選挙を,"ガ:動作主 ヲ:生成物 "
60201,950190027,4,広まっ,39,考え,4,36,,-1,-1,,-1,-1,国民の,"ガ:対象 ニ:着点？ "
60270,950190027,32,整える,67,,-1,-1,体制,32,61,,-1,-1,日本全,"ガ:動作主 ヲ:状態 "
60313,950190028,10,揺らい,25,政権基盤,10,17,,-1,-1,,-1,-1,新党結,"ガ:対象 "
60368,950190028,25,通し,44,官僚たち,25,30,横やり,25,40,,-1,-1,政権基,"ガ:動作主 ヲ:対象（事態） "
60371,950190029,0,並行し,23,復旧作業,0,27,,-1,-1,,-1,-1,阪神大,"ガ:対象（事態） "
60410,950190029,13,間に合わ,19,,-1,-1,,-1,-1,,-1,-1,現在執,"ガ:対象 "
60482,950190030,9,反応する,43,西側,9,33,,-1,-1,,-1,-1,ロシア,"ガ:動作主 ニ:対象（事態） "
60582,950190031,24,磨か,41,,-1,-1,管理能力,24,36,,-1,-1,電力、,"ガ:動作主 ヲ:対象 "
60599,950190031,34,磨く,10,自治体間,31,8,助け合いネットワーク,31,13,,-1,-1,自治体,"ガ:その他 ヲ:対象 "
60704,950190033,6,並行し,21,,-1,-1,,-1,-1,,-1,-1,救命活,"ガ:対象（事態） "
60790,950190034,8,推測さ,45,,-1,-1,重油,8,31,,-1,-1,北朝鮮,"ガ:動作主 "
60822,950190034,24,中断さ,18,南北,24,0,対話,24,2,,-1,-1,南北対,"ガ:対象（事態） ヲ:削除 "
60885,950190035,20,励まし,9,被災者ら,20,0,,-1,-1,,-1,-1,被災者,"ガ:動作主 "
61024,950190037,10,編成し,17,住民,10,10,自警団,10,13,,-1,-1,神戸市,"ガ:動作主 ヲ:生成物 "
61072,950190037,30,磨き,5,行政,24,0,広報技術,30,0,,-1,-1,広報技,"ガ:動作主 ヲ:対象 "
61079,950190037,33,救わ,14,たくましさ,33,8,側面,33,20,,-1,-1,今回は,"ガ:対象 ヲ:対象 "
61098,950190038,2,攻撃する,31,野党政治家,2,13,現職大統領,2,22,,-1,-1,大統領,"ガ:動作主 ヲ:対象（人） "
61176,950190039,9,壊れ,7,エレベーター,9,0,,-1,-1,,-1,-1,エレベ,"ガ:対象 "
61211,950190039,23,打ち切っ,21,神戸市,23,0,ボランティア募集,23,5,,-1,-1,神戸市,"ガ:動作主 ヲ:対象（事態） "
61297,950190040,22,近付い,17,割合,22,7,,-1,-1,,-1,-1,指名競,"ガ:対象 ニ:着点 ニ:程度 "
61396,950190041,47,磨い,7,政府・自治体,47,0,課題,47,17,,-1,-1,政府・,"ガ:動作主 ヲ:対象 "
61423,950190042,9,証明する,19,もの,9,23,身元,9,16,,-1,-1,母親は,"ガ:対象 ヲ:対象 "
61445,950190042,15,退け,36,控訴審,15,0,請求,15,33,,-1,-1,控訴審,"ガ:動作主 ヲ:対象（事態） "
61456,950190042,20,終結し,11,裁判,20,0,,-1,-1,,-1,-1,裁判は,"ガ:対象（事態） "
61524,950190043,10,近付く,25,法人税,10,17,,-1,-1,,-1,-1,かつて,"ガ:対象 ニ:着点 "
61567,950190043,25,吹い,28,順風,25,25,,-1,-1,,-1,-1,銀行が,"ガ:対象？ "
61577,950190044,2,配ら,12,,-1,-1,缶詰,2,9,,-1,-1,朝食に,"ガ:動作主 ヲ:対象 ニ:着点（人） "
61587,950190044,8,開放さ,17,,-1,-1,教室,8,14,,-1,-1,精道小,"ガ:動作主 ヲ:対象 ニ:対象 "
61592,950190044,13,中断し,3,精道小,8,0,授業,13,0,,-1,-1,授業は,"ガ:対象（事態） ヲ:削除 "
61617,950190044,22,開放し,56,神戸市,21,0,校庭,22,49,,-1,-1,「校庭,"ガ:動作主 ヲ:対象 ニ:対象（人） "
61619,950190044,24,検証し,6,,-1,-1,,-1,-1,,-1,-1,今後じ,"ガ:動作主 ヲ:対象 "
61650,950190045,4,補っ,21,看護婦,4,14,医療過疎,4,3,,-1,-1,突然の,"ガ:動作主 ヲ:対象？ "
61669,950190045,17,カバーし,21,,-1,-1,患者,17,18,,-1,-1,行政当,"ガ:動作主 ヲ:対象（人） ガ:その他 ヲ:対象 "
61711,950190045,34,通さ,3,チーム,34,22,行政,34,0,,-1,-1,行政を,"ガ:経験者？ ヲ:経由点 "
61791,950190046,19,立ち上がっ,65,人,19,71,,-1,-1,,-1,-1,ナチス,"ガ:動作主 ガ:動作主 ニ:対象（事態） "
61892,950190048,1,流行する,14,インフルエンザ,1,6,,-1,-1,,-1,-1,被災者,"ガ:対象 "
61910,950190048,10,加入し,40,老人,10,37,,-1,-1,,-1,-1,老人の,"ガ:動作主 ニ:着点 "
61967,950290000,7,壊れ,2,家,7,0,,-1,-1,,-1,-1,家が壊,"ガ:対象 "
61993,950290000,18,手伝っ,18,女の子,18,22,おにぎりづくり,18,10,,-1,-1,豊岡で,"ガ:動作主 ヲ:対象（事態） "
61999,950290000,20,励まそ,20,子どもたち,20,0,転入児童,20,15,,-1,-1,子ども,"ガ:動作主 ヲ:対象（人） "
62003,950290000,22,慣れ,0,環境,22,3,,-1,-1,,-1,-1,慣れぬ,"ガ:経験者 ニ:対象 "
62094,950290001,9,自覚し,39,編集者,9,9,責任,9,36,,-1,-1,「マル,"ガ:動作主？ ヲ:対象 "
62207,950290002,25,カバーする,10,消防,25,23,絶対数不足,25,4,,-1,-1,消防力,"ガ:動作主 ヲ:対象 ガ:動作主 ヲ:対象（事態） "
62236,950290002,34,共有し,31,市民,34,28,教訓,34,22,,-1,-1,住民の,"ガ:経験者 ヲ:対象 "
62244,950290003,2,立ち向かお,5,経済界,2,23,,-1,-1,,-1,-1,価格革,"ガ:動作主？ ニ:対象？ "
62307,950290003,26,怠っ,14,私鉄,24,25,合理化努力,26,8,,-1,-1,独占を,"ガ:動作主 ヲ:対象（事態） "
62408,950290004,28,突破し,29,倒・損壊家屋,28,18,十万棟,28,25,,-1,-1,阪神大,"ガ:対象 ヲ:基準点 "
62461,950290005,14,味わい,29,子どもたち,12,36,本,14,22,,-1,-1,もう一,"ガ:動作主 ヲ:対象 "
62499,950290005,24,味わわ,42,子ども,22,5,楽しさ,24,38,,-1,-1,自由に,"ガ:経験者 ヲ:感情 "
62553,950290006,17,編成しよ,54,,-1,-1,補正予算,17,49,,-1,-1,つまり,"ガ:動作主 ヲ:生成物 "
62557,950290006,20,編成さ,13,,-1,-1,もの,20,18,,-1,-1,九五年,"ガ:動作主 ヲ:生成物 "
62630,950290007,19,取り出し,39,男性,19,18,仮設住宅申し込み証明書,19,22,,-1,-1,神戸市,"ガ:動作主 ヲ:対象 "
62684,950290008,6,アップし,27,政府,6,45,税率,6,24,,-1,-1,今回の,"ガ:動作主 ヲ:対象 "
62732,950290008,21,統合する,28,政府,21,0,法人,21,8,,-1,-1,政府は,"ガ:動作主 ヲ:対象 "
62743,950290008,25,通し,6,首相,24,10,筋,25,4,,-1,-1,きちん,"ガ:経験者？ ヲ:対象 "
