ID,記事ID,文番号,述語,述語位置,本文切り抜き,語義,コメント
52959,911225457,3,受け付ける,18,最終日,02004370-2_0-0-1-0-0,
53037,911225462,6,突き,30,積極的,17032740-7_0-0-6-0-0,
53210,911225467,6,競う,35,「東京,06014040-1_0-0-0-0-0,
53211,911225467,6,プレーする,57,「東京,23033530-2_0-0-2-0-0,
53272,911225468,1,漂い,48,小幅帯,16022380-4_0-0-3-0-0,
53274,911225468,2,盗ん,4,母の目,20035890-4_0-0-3-0-0,
53401,911225470,34,プレーする,58,五四年,23033530-2_0-0-2-0-0,
53472,911225470,59,吸収する,30,菊幸一,06027950-2_0-0-1-0-0,10524と迷った。｢吸い取る」と考えれば、10524になるし、「エネルギーの一部を失う」と考えたら、10527に成るが、この場合は、｢吸い取る」にした方がいいか。
53498,911225472,5,突い,12,自由経,17032740-7_0-0-6-0-0,出し抜けに攻めているから
53536,911225473,1,受け付ける,12,午前十,02004370-2_0-0-1-0-0,
53565,911225475,2,手伝わ,97,捜査本,18013280-2_1-0-0-0-0,
53726,911225482,14,貸し,42,弁護士,04033860-2_0-0-1-0-0,
53773,911225486,4,切断さ,43,米原署,14019800-1_0-0-0-0-0,「杉」はデ格で係り、デ格でガ格の役割を果たしているので、ガ格はその他をつけている。
53871,911225491,1,競っ,36,三十三,06014040-1_0-0-0-0-0,
53875,911225491,2,着け,33,時折、,17034330-6_1-0-1-3-1,
53887,911225492,2,取り出し,39,リンパ,19034830-2_0-0-1-0-0,「（胸腺の）一部」は程度にしたが、対象にした方がよかったか？
53887,911225492,2,取り出し,39,リンパ,-3,
53990,911225495,7,抜け,7,「おと,20035550-7_0-0-1-5-0,「おとそ気分」は対象にしないで、状態にしたが、よかったか？
54013,911225497,3,気付き,28,和歌山,06016250-2_0-0-1-0-0,
54015,911225497,3,間に合わ,43,和歌山,25012420-2_0-0-1-0-0,
54024,911225498,0,脅し,79,十五日,03021640-2_0-0-1-0-0,
54038,911225498,4,捜査し,64,二つの,15004580-3_0-0-2-0-0,
54055,911225499,6,注意さ,3,審判に,17011250-4_0-0-3-0-0,
54064,911225499,8,誘う,44,閉会式,10017920-3_0-0-2-0-0,「笑い」を｢対象（事態）」にしたが、よかったか？
54135,911235410,7,討議する,106,また、,19004230-1_0-0-0-0-0,
54155,911235412,3,預け,27,社会党,00016270-2_0-0-1-0-0,717の「面倒な物事の処理を人に任せる」と迷ったが、その後に「扱いを一任」とあるので、「保管してもらう」の715にした。
54170,911235412,9,合流せ,19,海江田,09024070-3_0-0-2-0-0,
54175,911235412,11,取り付け,32,山花氏,19035120-4_0-0-3-0-0,
54276,911235413,32,刻も,23,その可,06009680-2_0-0-1-0-0,
54348,911235417,0,整え,80,社会党,19027490-2_0-0-1-0-0,語義は、これでよかったのか？
54353,911235417,1,敷い,74,山花氏,11010970-4_1-0-3-0-0,大辞林では、「陣を敷く」で「配置する」の意味になっていたから。
54448,911235420,0,通さ,147,自民党,19014420-9_1-0-2-2-0,
54487,911235424,0,組み合わせ,37,法隆寺,07015550-3_0-0-2-0-0,最初11908と迷ったが、「結合」や「組み合わせる」の意味があるのは、11909なので、11909にした。また、ヲ格を材料にするか、対象にするかで迷った。
54491,911235424,1,劣ら,54,オフィ,03022310-2_0-0-1-0-0,
54500,911235424,3,組み合わせ,16,柱は、,07015550-2_0-0-1-0-0,ヲ格の「集成材」を、生成物か、対象か、材料かで迷った。また、語義も11908と11909で迷って、当初11909にしていたが、この「組み合わせる」は「木（枠）を組む」と同じ語義だと思ったので、11908にした。
54549,911235425,5,施行さ,28,実際に,11012820-3_0-0-2-0-0,
54589,911235426,5,アップし,30,固体燃,00020510-1_0-0-1-0-0,
54741,911235428,33,傾い,50,世界的,04040240-5_0-0-4-0-0,
54826,911235431,5,眠っ,8,売れ残,20042180-5_0-0-4-0-0,このニ格は必須格ではないと思う。
54885,911235433,0,生活する,20,先日、,14002260-3_0-0-2-0-0,
54893,911235433,2,雇っ,41,大阪で,27007360-2_0-0-1-0-0,
54902,911235433,5,拾っ,7,「全部,22031370-3_1-0-1-0-0,
54902,911235433,5,拾っ,7,「全部,-3,これを複合動詞に入れていいのか？
54905,911235433,5,救わ,28,「全部,-1,ヲ格つけなくていいかもしれない。また、｢表情」を「対象（身体部分）」にしたが、よかったのか？当初、語義は20340にしていたが、やっぱり違うような気がしたので、Unknownにした。 	
54929,911235434,6,推測さ,28,二、三,13003300-1_0-0-0-0-0,
54982,911235436,6,満ち,13,男性も,25026420-5_0-0-4-0-0,｢色情」を感情にしたが、よかったか？
55005,911235437,5,開放さ,15,建設予,04012340-3_0-0-2-0-0,
55015,911235438,1,漂わせ,86,常にバ,-4,述語を「漂わす」から「漂う」に変更する。
55081,911235438,24,気付か,46,ベルル,06016250-2_0-0-1-0-0,
55093,911235439,2,伸び,61,衣服、,20050440-5_0-0-4-0-0,
55129,911235441,4,降り,14,各車両,03031230-6_0-0-2-0-0,
55215,911235442,12,雇お,21,ギング,27007360-2_0-0-1-0-0,この「日本人スタッフ」はある特定の人のことを指しているとして、対象（人）にした。役割ではないと思う。
55222,911235442,14,刺し,46,四日の,-2,
55224,911235442,15,惜しみ,26,だが、,03015840-5_0-0-4-0-0,
55320,911235447,1,着く,24,本交渉,-1,「ある場所に身を置く」の語義がないので、Unknownにした。
55410,911235452,1,絶え,6,健康不,16013940-3_0-0-2-0-0,
55427,911235455,2,勤め,35,三井造,17036650-2_0-0-1-0-0,
55449,911235455,10,励まさ,23,妻範子,21015950-2_0-0-1-0-0,
55602,911235459,9,証明し,43,こうし,12037720-3_0-0-2-0-0,
55617,911235459,13,組み合わせ,24,バラの,07015550-3_0-0-2-0-0,この「精油」は、材料ではなく、対象にしている。
55688,911235460,13,眠る,16,今日も,20042180-2_0-0-1-0-0,
55738,911235462,7,計算し,23,逆に世,08003580-4_0-0-3-0-0,
55777,911235465,1,逃し,7,船木は,20047490-3_0-0-2-0-0,「３連勝」は、対象（事態）であるとともに、目標もつけていいと思った。
55852,911235466,10,傾い,18,「重い,04040240-2_0-0-1-0-0,
55884,911235469,0,再現する,30,３週間,10003050-1_0-0-0-0-0,
55954,911235472,0,埋没し,62,ある雑,25001600-2_0-0-1-0-0,
55962,911235472,5,埋没し,24,多くの,25001600-2_0-0-1-0-0,ニ格あったほうがいいが、なくてもいいと思った。
56006,911235474,1,脅し,71,金銭関,03021640-2_0-0-1-0-0,
56007,911235474,1,手伝わ,81,金銭関,18013280-2_1-0-0-0-0,
56080,911235479,2,作り出し,48,歌舞伎,17033420-4_0-0-3-0-0,「役」に生成物をつけたが、よかったのか？
56080,911235479,2,作り出し,48,歌舞伎,-3,
56126,911235481,2,特定し,22,回答に,19019600-1_0-0-1-0-0,
56227,911235486,1,交え,21,会見し,25006330-2_0-0-1-0-0,ニ格「話し合い」にしたが、つける必要あるか？
56241,911235487,2,後退する,26,昨年十,09016800-3_0-0-2-0-0,
56316,911235488,6,埋まる,2,雪に埋,02014430-3_0-0-2-0-0,
56370,911235492,1,休み,23,日本で,27005330-2_1-0-1-0-0,
56380,911235493,2,思い込む,20,予期せ,03027270-2_0-0-1-0-0,
56380,911235493,2,思い込む,20,予期せ,-3,
56389,911235493,5,囲ま,34,被害を,04029070-1_0-0-0-0-0,ヲ格の「周囲」を範囲にしたが、やめたほうがよかったか？
56424,911235496,0,転落し,75,１６日,18026510-2_0-0-1-0-0,
56719,911235516,3,切断さ,43,大和銀,14019800-1_0-0-0-0-0,「地震」がデ格に入ると思うから、このガ格は、人ではないものが入り、意味役割があまりないと思うので、「その他」にしておくが、｢対象」の方がよかったか？
56785,911235520,4,乗り込ん,45,兵役に,20052620-4_0-0-3-0-0,
56785,911235520,4,乗り込ん,45,兵役に,-3,
56789,911235520,6,撃っ,30,今回の,02010990-3_0-0-2-0-0,｢同胞」は、｢対象」ではなく、「対象（人）」にした。
56928,911235523,7,収集さ,49,そのア,12004990-2_0-0-1-0-0,
56941,911235523,11,拘束さ,37,政治情,09016440-1_0-0-0-0-0,
56958,911235524,2,加入し,25,昨年十,05007150-2_0-0-1-0-0,
57008,911235527,0,放送さ,53,お子さ,24022280-2_0-0-1-0-0,デ格がガ格の代わりをしているわけではないが、デ格で事足りるから、「その他」にした。
57057,911235529,13,祝う,10,夜の最,01033270-2_0-0-1-0-0,「松竹百年」を対象にしたが、目的にはならないのか？
57145,911235532,13,収集し,162,鹿島技,12004990-3_0-0-2-0-0,
57179,911235537,0,偏っ,71,吉川仁,04040550-3_0-0-2-0-0,「東京中心」を「着点（場所）」にしたが、よかったか？
57185,911235537,0,注意し,144,吉川仁,17011250-3_0-0-2-0-0,
57196,911235537,1,証明し,115,また力,12037720-2_0-0-1-0-0,
57412,911235540,34,割れ,31,大阪市,29009220-2_0-0-1-0-0,
57466,911235542,15,転落し,41,同高速,18026510-2_0-0-1-0-0,ガ格は、「経験者（操作対象）」に該当するが、「対象」にした。
57526,911235546,8,観測さ,3,津波は,05032740-2_0-0-1-0-0,
57537,911235546,13,転落する,42,阪神高,18026510-2_0-0-1-0-0,
57698,911235551,2,引き受け,10,知り合,22004500-2_0-0-1-0-0,「手形等の引き受け」と同じだと思ったので、以前はUnknownにしていたが、「受け持つことを承知する」に「負担する」の意味が含まれてると思ったので、変更した
57698,911235551,2,引き受け,10,知り合,-3,
57745,950190000,2,緊張し,35,「我國,06054290-2_0-0-1-0-0,
57758,950190000,6,行き詰まっ,63,冷戦の,27020030-3_0-0-2-0-0,
57758,950190000,6,行き詰まっ,63,冷戦の,-3,
57775,950190000,11,思い込ん,29,第一、,03027270-2_0-0-1-0-0,
57775,950190000,11,思い込ん,29,第一、,-3,
57845,950190000,28,見極める,33,候補者,25021030-3_0-0-2-0-0,
57845,950190000,28,見極める,33,候補者,-3,
57897,950190001,8,外し,44,明治以,-1,「取り除く」の意味だが、該当するものがないので、Unknownにした。
57924,950190001,21,眠っ,9,民間設,20042180-5_0-0-4-0-0,
57926,950190001,22,立ち向かう,20,企業も,16023820-3_0-0-2-0-0,
57926,950190001,22,立ち向かう,20,企業も,-3,
57948,950190001,30,取り込ま,25,新しい,19034480-3_1-0-2-0-0,このガ格は、動作主ではなく、経験者と思った。語義も28984と迷ったが、「自分のものにする」の意味が近いと思うので、28985にした。
57976,950190001,41,管理する,6,官僚が,05037820-2_0-0-1-0-0,
58107,950190002,25,突破し,71,一方、,19026500-3_0-0-2-0-0,
58111,950190002,27,増大すれ,23,国際社,15007590-1_0-0-0-0-0,
58183,950190003,6,作り出す,50,欧州の,17033420-4_0-0-3-0-0,｢高エネルギー状態」を生成物にしてよかったのか？
58183,950190003,6,作り出す,50,欧州の,-3,
58211,950190003,19,食う,13,夢があ,07001580-8_0-0-7-0-0,
58272,950190004,15,緊張さ,49,野党の,06054290-4_0-0-3-0-0,
58274,950190004,17,緊張する,10,韓国で,06054290-3_0-0-2-0-0,
58319,950190005,2,継ぐ,80,サンテ,17032790-2_0-0-1-0-0,
58383,950190005,27,取り込ん,15,旧ソ連,19034480-3_1-0-2-0-0,ヲ格を対象ではなく、程度にしたが、よかったか？程度にヲ格をつけるのは、抵抗がある。
58427,950190006,11,取り込ま,89,四〇％,19034480-2_1-0-1-0-0,「沿岸住民の体」は「着点（身体部分）」にしたが、よかったか？対象にすべきか？
58484,950190007,10,覚悟し,23,控訴、,04021660-3_0-0-2-0-0,
58545,950190008,4,樹立し,29,このイ,12018030-1_0-0-0-0-0,
58639,950190009,3,樹立さ,54,一昨年,12018030-1_0-0-0-0-0,ガ格を「（日本の）政界」にしたが、よかったのか？また、「政界」にしたから、対象にした。
58690,950190009,14,施行さ,35,衆院選,11012820-2_0-0-1-0-0,
58696,950190009,15,編成し,56,村山政,24012990-1_0-0-0-0-0,
58732,950190009,25,裏切ら,38,しかも,02016200-3_0-0-2-0-0,
58737,950190009,26,磨き,32,各政党,25020380-3_0-0-2-0-0,
58777,950190010,11,縮小する,54,政府の,12011650-1_0-0-0-0-0,
58780,950190010,13,軽減さ,19,その面,08002740-1_0-0-0-0-0,ガ格は、前行の「（登録制に）改まる（こと）」。これをデ格と考えれば、ガ格はその他になるが、外界一般にガ格をつけて、これをデ格とするよりは、これをガ格にした方がいいと思った。
58866,950190011,18,後退し,47,すでに,09016800-3_0-0-2-0-0,
58958,950190012,24,受け付け,19,教育委,02004370-2_0-0-1-0-0,
59051,950190013,24,雇っ,6,研修医,27007360-2_0-0-1-0-0,ヲ格に｢役割」をつけたが、その役割を担う人と考えて、対象（人）でもいいと思う。
59082,950190014,10,取り出し,8,また、,-1,29005と29006とUnknownで迷った、29006の「抽出する」でも近いが、やっぱりちょっと違うと思うので、Unknownにした。
59082,950190014,10,取り出し,8,また、,-3,
59180,950190015,16,付い,42,数年前,17032600-23_1-0-3-3-0,ニ格に該当するものが、ハ格で係っているので、ニ格はつけない。
59192,950190015,19,動かし,19,犬の可,-2,「食指が動く」で慣用句なので、｢食指を動かす」でも慣用句にしていいと思った。
59255,950190016,13,逆転し,17,しかも,06023600-3_0-0-2-0-0,
59339,950190017,15,開放する,6,市場を,04012340-3_0-0-2-0-0,ニ格に該当するものがなかったが、ニ格をつけたほうがいいと思った。
59424,950190018,11,名乗り,23,護憲新,20012520-2_0-0-1-0-0,
59444,950190018,16,名乗る,77,民主リ,20012520-3_0-0-2-0-0,29832と29833とUnknownで迷ったが、29833にした。よかったか？
59479,950190019,3,増大し,22,メキシ,15007590-1_0-0-0-0-0,
59505,950190019,12,裏付け,42,つまり,02016430-3_0-0-2-0-0,
59596,950190020,18,着け,61,文部省,17034330-8_1-0-1-3-3,「スポーツ」の場合、26070の「身に帯びさせる」ではなく、「身にしっかりと備えさせる」の方がいい。
59617,950190020,24,傷つける,6,子ども,06012670-4_0-0-3-0-0,「心」を身体部分にしていいのか迷ったが、「対象（身体部分）」にした。また、このガ格を「原因」にしたが、「対象」にしておいたほうがよかったか？
59620,950190020,24,作り出す,44,子ども,17033420-4_0-0-3-0-0,
59620,950190020,24,作り出す,44,子ども,-3,
59707,950190021,16,自覚し,17,もとよ,11006650-3_0-0-2-0-0,
59786,950190023,0,降り,8,「自民,03031230-7_0-0-3-0-0,6558と迷うが、拒否ではなく、いままで属していたものから退くことを意味していると思うので、6557にする
59835,950190023,14,閉鎖し,56,党改革,24001980-3_0-0-2-0-0,
59863,950190023,22,徹底討議する,40,自民党,19004230-1_0-0-0-0-0,ヲ格を「具体的措置」にして、「措置」はサ変名詞なので、「対象（事態）」にした。
59880,950190024,4,眺め,46,肉親を,-1,「景色を見る」様な感じだが、ちょっと違うので、Unknownにした。
59889,950190024,10,貸す,24,地震被,04033860-3_0-0-2-0-0,｢力を貸す」を慣用句にした。
59912,950190024,22,食っ,28,しかし,07001580-9_0-0-8-0-0,「足止め」を対象（事態）にしたが、よかったか？
59950,950190024,35,揺らい,76,その予,27023570-3_0-0-2-0-0,
60014,950190025,2,絶え,13,新たな,16013940-3_0-0-2-0-0,｢余震」はサ変名詞ではなかったので、対象（事態）にしなかった。
60117,950190026,6,注文し,13,国会開,17014630-3_0-0-2-0-0,
60175,950190026,18,編成し,46,選挙を,24012990-1_0-0-0-0-0,
60201,950190027,4,広まっ,39,国民の,22031800-3_0-0-2-0-0,｢（国民の）間」にニ格をつけたが、これを「着点（人）」にせず、｢着点」にした。
60270,950190027,32,整える,67,日本全,19027490-2_0-0-1-0-0,「態勢」と同様に「体制」は状態にしたが、よかったか？
60313,950190028,10,揺らい,25,新党結,27023570-3_0-0-2-0-0,
60368,950190028,25,通し,44,政権基,19014420-6_1-0-1-3-0,「横やりを通す」の意味がよくわからなかったが、「終始一貫して邪魔をした」と考えて、28057にした。また、「横やり」はサ変名詞ではないが、「横合いから第三者が口を出して文句を言う」ことなので、対象（事態）にした。
60371,950190029,0,並行し,23,阪神大,24001860-1_0-0-0-0-0,
60410,950190029,13,間に合わ,19,現在執,25012420-3_0-0-2-0-0,
60482,950190030,9,反応する,43,ロシア,21047900-3_0-0-2-0-0,
60582,950190031,24,磨か,41,電力、,25020380-3_0-0-2-0-0,
60599,950190031,34,磨く,10,自治体,25020380-3_0-0-2-0-0,このガ格は、デ格で事足りるので、意味があまりない。だから、その他をつけた。
60704,950190033,6,並行し,21,救命活,24001860-1_0-0-0-0-0,ガ格は「努力」だと思ったので、「対象（事態）」にしたが、あとでガ格を見直しすること。
60790,950190034,8,推測さ,45,北朝鮮,13003300-1_0-0-0-0-0,「重油」にヲ格をつけない。
60822,950190034,24,中断さ,18,南北対,17013820-3_0-0-2-0-0,
60885,950190035,20,励まし,9,被災者,21015950-2_0-0-1-0-0,
60885,950190035,20,励まし,9,被災者,-3,
61024,950190037,10,編成し,17,神戸市,24012990-1_0-0-0-0-0,
61072,950190037,30,磨き,5,広報技,25020380-3_0-0-2-0-0,
61079,950190037,33,救わ,14,今回は,-1,ヲ格は「側面」ではない。「節照応」か「外界一般」かだが、何かわからないので、外界一般にしておく。もしかしたら、ヲ格なくていいかも。また、当初語義は、20340にしていたが、Unknownに変更した。
61098,950190038,2,攻撃する,31,大統領,09009240-3_0-0-2-0-0,「現職大統領」を対象（人）にしてよかったか？
61176,950190039,9,壊れ,7,エレベ,09058290-2_0-0-1-0-0,
61211,950190039,23,打ち切っ,21,神戸市,02009090-3_0-0-2-0-0,
61211,950190039,23,打ち切っ,21,神戸市,-3,
61297,950190040,22,近付い,17,指名競,17002300-2_1-0-1-0-0,「五割に近付く」の「五割」に「程度」をつける必要がないかと思ったが、一応数量なのでつけておく。
61396,950190041,47,磨い,7,政府・,25020380-3_0-0-2-0-0,
61423,950190042,9,証明する,19,母親は,12037720-2_0-0-1-0-0,
61445,950190042,15,退け,36,控訴審,12049930-4_0-0-3-0-0,
61456,950190042,20,終結し,11,裁判は,12003670-1_0-0-1-0-0,「裁判」はサ変名詞なので、一応「対象（事態）」にした。
61524,950190043,10,近付く,25,かつて,17002300-2_1-0-1-0-0,ニ格「ゼロ」は「方向」ではなく、この場合は「着点」と思う。
61567,950190043,25,吹い,28,銀行が,-1,自然現象の「風」が吹くではないから、Unknownにした。
61577,950190044,2,配ら,12,朝食に,07013880-2_0-0-1-0-0,ニ格無くてもいいと思ったが、付けられるのでつけた。
61587,950190044,8,開放さ,17,精道小,04012340-3_0-0-2-0-0,ニ格は、「被災者」か「救援対策」か迷った。
61592,950190044,13,中断し,3,授業は,17013820-3_0-0-2-0-0,
61617,950190044,22,開放し,56,「校庭,04012340-3_0-0-2-0-0,
61619,950190044,24,検証し,6,今後じ,08023340-2_0-0-1-0-0,「取り組み」はサ変名詞ではないが、対象（事態」にしてもいいかと思った。
61650,950190045,4,補っ,21,突然の,03010830-2_0-0-1-0-0,「医療過疎」は状況とかにはならないか？
61669,950190045,17,カバーし,21,行政当,-1,デ格が、ガ格の役割を果たしているので、ガ格に意味役割はない。なので、動作主ではなく、その他にする。また、ヲ格（患者）に対象（人）をつけると、その｢患者（相手）をフォローする」という感じになってしまいそうなので、対象にしておく。
61711,950190045,34,通さ,3,行政を,19014420-14_1-0-2-7-0,
61791,950190046,19,立ち上がっ,65,ナチス,16022780-5_0-0-4-0-0,
61791,950190046,19,立ち上がっ,65,ナチス,-3,
61892,950190048,1,流行する,14,被災者,28014660-2_0-0-1-0-0,
61910,950190048,10,加入し,40,老人の,05007150-3_0-0-2-0-0,
61967,950290000,7,壊れ,2,家が壊,09058290-2_0-0-1-0-0,
61993,950290000,18,手伝っ,18,豊岡で,18013280-2_1-0-0-0-0,
61999,950290000,20,励まそ,20,子ども,21015950-2_0-0-1-0-0,
62003,950290000,22,慣れ,0,慣れぬ,20017130-2_0-0-1-0-0,
62094,950290001,9,自覚し,39,「マル,11006650-3_0-0-2-0-0,
62207,950290002,25,カバーする,10,消防力,05008440-3_0-0-2-0-0,
62236,950290002,34,共有し,31,住民の,06039970-2_0-0-1-0-0,
62244,950290003,2,立ち向かお,5,価格革,16023820-3_0-0-2-0-0,ニ格「価格革命」は、サ変名詞ではないので、対象（事態）にしなかったが、してもいいかも。また、ガ格「経済界」は、動作主にしたが、対象にすべきか？
62244,950290003,2,立ち向かお,5,価格革,-3,
62307,950290003,26,怠っ,14,独占を,03013220-2_1-0-1-0-0,5544と5545と迷った。
62408,950290004,28,突破し,29,阪神大,19026500-3_0-0-2-0-0,
62461,950290005,14,味わい,29,もう一,00015990-3_0-0-2-0-0,
62499,950290005,24,味わわ,42,自由に,00015990-4_0-0-3-0-0,
62553,950290006,17,編成しよ,54,つまり,24012990-1_0-0-0-0-0,
62557,950290006,20,編成さ,13,九五年,24012990-1_0-0-0-0-0,
62630,950290007,19,取り出し,39,神戸市,19034830-2_0-0-1-0-0,
62630,950290007,19,取り出し,39,神戸市,-3,
62684,950290008,6,アップし,27,今回の,00020510-1_0-0-1-0-0,
62732,950290008,21,統合する,28,政府は,19005470-1_0-0-0-0-0,
62743,950290008,25,通し,6,きちん,19014420-6_1-0-1-3-0,「筋を通す」は、慣用にしていない。
62866,950290010,12,脅かさ,46,心配な,03024470-3_0-0-2-0-0,
62989,950290012,1,拾う,37,試しに,22031370-5_1-0-3-0-0,
63072,950290013,6,壊れ,26,「空襲,09058290-2_0-0-1-0-0,
63101,950290013,16,引き受ける,19,膨大な,-3,
63121,950290013,24,惜しむ,14,行政は,03015840-2_0-0-1-0-0,
63150,950290014,2,脅かさ,54,また新,03024470-3_0-0-2-0-0,
63293,950290016,1,統合する,107,簡単に,19005470-1_0-0-0-0-0,
63396,950290017,13,特定し,18,高濃度,19019600-1_0-0-1-0-0,
63401,950290017,15,乗せる,8,街の復,-2,
63401,950290017,15,乗せる,8,街の復,-4,
63420,950290017,23,補う,5,人手不,03010830-2_0-0-1-0-0,
63523,950290018,28,自覚し,15,経済団,11006650-2_0-0-1-0-0,ヲ格「大きさ」は、「状況」もしくは「状態」にならないのか？
63558,950290019,18,加入する,7,雇用保,05007150-3_0-0-2-0-0,
63559,950290019,18,雇う,16,雇用保,27007360-2_0-0-1-0-0,
63563,950290019,19,加入し,32,これが,05007150-3_0-0-2-0-0,
63567,950290019,20,証明する,38,そうで,12037720-3_0-0-2-0-0,
63620,950290020,8,立ち上がる,12,世界の,16022780-4_0-0-3-0-0,「復興に立ち上がる被災者」と取るか、「阪神大震災の混乱の中から立ち上がる被災者」と取るか。「けなげに」とあるから、「混乱の中から立ち上がる」にした。
63620,950290020,8,立ち上がる,12,世界の,-3,
63650,950290020,17,撤退する,10,企業の,18013260-1_0-0-0-0-0,
63661,950290020,20,立ち上がっ,33,市民の,16022780-4_0-0-3-0-0,
63661,950290020,20,立ち上がっ,33,市民の,-3,
63671,950290020,23,救っ,74,何も安,13009160-2_0-0-1-0-0,「命」を「対象（身体部分）」にしなかった。これは、身体部分に入れるべきではないと思ったから。
63680,950290020,26,注文し,9,しかし,17014630-3_0-0-2-0-0,
63685,950290020,28,座る,5,その中,13022810-5_0-0-4-0-0,21089にしたが、「中心」は役割ではないが、位置と思うなら、21094にすべきか？
63732,950290021,19,作り出す,32,「若者,17033420-4_0-0-3-0-0,
63732,950290021,19,作り出す,32,「若者,-3,
63801,950290022,16,製造し,30,当時は,14007320-3_0-0-2-0-0,
63825,950290022,31,注文し,19,そんな,17014630-2_0-0-1-0-0,
63831,950290022,33,伸び,16,勤勉さ,20050440-5_0-0-4-0-0,
63938,950290023,8,裏切る,10,しかし,02016200-3_0-0-2-0-0,
63964,950290023,14,埋没し,88,確かに,25001600-2_0-0-1-0-0,
63965,950290023,15,廃止・民営化・統合する,15,第二に,19005470-1_0-0-0-0-0,
64075,950290025,5,貸し,17,かつて,04033860-2_0-0-1-0-0,「上部」を対象にせず、範囲にしたが、よかったか？また、二格は外界一般にしたので、着点（人）ではなく、着点にした。
64103,950290025,20,座っ,41,専務、,13022810-2_0-0-1-0-0,
64112,950290025,25,継ぐ,13,現社長,17032790-2_0-0-1-0-0,ニ格の「前川喜作氏」は経由点にしたが、よかったのか？対象（人）にすべきか？
64237,950290026,17,勤める,47,中学卒,17036650-2_0-0-1-0-0,
64269,950290026,29,通さ,16,第二は,19014420-14_1-0-2-7-0,ガ格は、「流通ルート」ではなく、「大平さん」もしくは「雪国まいたけ」でいいと思う。「流通ルートが流通形態をとる」で「流通ルート」のガ格は、係り先を持っているから。
64281,950290026,34,稼ぐ,9,そこで,-1,「働いて収入を得る」でもいいが、「働く」の意味は含まれていないので、Unknownにした。
64298,950290026,43,動かし,22,最終的,02004790-6_0-0-5-0-0,「銀行側」を「対象（人）」にしなかった。
64317,950290026,48,逆転し,20,多くの,06023600-3_0-0-2-0-0,
64339,950290027,2,救い,15,手を取,13009160-2_0-0-1-0-0,
64343,950290027,3,立ち向かっ,16,自らの,16023820-3_0-0-2-0-0,
64343,950290027,3,立ち向かっ,16,自らの,-3,
64352,950290027,5,励ます,15,その後,21015950-2_0-0-1-0-0,この「他」は、｢他の人」だと思ったので、「対象（人）」をつけた。
64406,950290027,27,自覚し,14,住民抜,11006650-2_0-0-1-0-0,
64483,950290028,22,当てる,10,同時に,-1,大辞林の「ある物をある方向に振り向ける」がいいと思うが、これに合う語義がないので、Unknownにする。ガ格が、動作主か経験者か迷う。
64488,950290028,23,預けよ,40,つまり,-1,715の「人に頼んで、物の保管や世話をしてもらう」にしていたが、「預金・貯金をする」は、715の語義とはちょっと違うと思ったので、Unknownにした。
64504,950290028,29,預けよ,3,だれが,-1,715の「人に頼んで、物の保管や世話をしてもらう」にしていたが、「預金・貯金をする」は、715の語義とはちょっと違うと思ったので、Unknownにした。
64505,950290028,29,貸そ,12,だれが,04033860-2_0-0-1-0-0,
64548,950290029,17,立ち上がっ,17,賃金欠,16022780-5_0-0-4-0-0,
64548,950290029,17,立ち上がっ,17,賃金欠,-3,
64568,950290029,23,後退し,33,クリン,09016800-3_0-0-2-0-0,意味から見たら、13582の「後ろに下がる」でもいけそうな気がするが、「バックする」のではなく、「改革路線から消極的になる」のような感じなので、13583にしておく。
64570,950290029,23,刺し,52,クリン,-2,ニ格を「ロシア」にしたが、「エリツィン政権」と迷った。
64678,950290031,1,壊れ,18,美術館,09058290-2_0-0-1-0-0,
64706,950290031,15,傾い,3,建物が,04040240-2_0-0-1-0-0,
64726,950290031,23,立ち上がっ,23,危機感,16022780-5_0-0-4-0-0,前の行に、行動をあらわす事態性名詞があったから 	
64726,950290031,23,立ち上がっ,23,危機感,-3,
64729,950290031,24,手伝お,27,全国美,18013280-2_1-0-0-0-0,
64735,950290031,26,惜しま,19,だが、,03015840-5_0-0-4-0-0,「とどまったの」にヲ格をつけるが、これは動名詞と考えて、対象（事態）にしたが、よかったのか？
64763,950290031,37,吸収し,18,こうし,06027950-2_0-0-1-0-0,
64854,950290033,4,手伝う,8,被災者,18013280-2_1-0-0-0-0,
65132,950290036,19,検証し,16,各種の,08023340-2_0-0-1-0-0,
65163,950290036,30,断ち切り,15,行政と,16023200-3_0-0-2-0-0,
65163,950290036,30,断ち切り,15,行政と,-3,
65170,950290036,32,惜しむ,32,こんな,03015840-2_0-0-1-0-0,
65318,950290038,24,埋まっ,9,だが、,02014430-3_0-0-2-0-0,ニ格の「（がれきの）中」は、どこに埋もれたなので、内容物ではなく、着点にした。
65360,950290039,6,検証さ,7,もう司,08023340-3_0-0-2-0-0,
65362,950290039,7,埋没さ,14,判決は,25001600-2_0-0-1-0-0,
65406,950290039,24,外れる,52,ただ、,21020100-4_0-0-3-0-0,
65420,950290039,29,退け,28,それで,12049930-4_0-0-3-0-0,ガ格は、文章から「二審判決」にしていたが、本当は、「裁判官」にして、動作主にすべきだったのか？また、「判決」はサ変名詞だから、「対象（事態）」にすべきか？
65455,950290039,45,注文し,6,そこで,17014630-3_0-0-2-0-0,ニ格に該当するものがないので、人か組織か分からないので、着点（人）にしないで、着点だけにした。
65465,950290039,50,逃し,28,その後,20047490-3_0-0-2-0-0,
